"","BALLOT","NATEDUC","NATDRUG","NATCRIME","NATCITY","NATHEAL","NATENVIR","NATSPAC","POLVIEWS","NATRACE","NATARMS","NATAID","NATENRGY","NATSCI","NATCHLD","NATPARK","NATMASS","NATSOC","NATROAD","NATFARE","IF12WHO","VOTE12","CHILDS","DIVORCE","AGEWED","MARITAL","EVWORK","HRS1","WRKSTAT","ID_","AGE","EDUC","DEGREE","PARTYID","INCOME","HOMPOP","RACE","SEX","SPDEG","MADEG","PADEG","YEAR"
"2294",1,0,0,0,0,0,0,0,4,0,0,0,2,8,1,1,3,1,2,0,1,2,2,2,0,1,1,-1,5,2294,47,12,1,2,12,3,1,2,1,1,1,2016
"2295",3,3,1,1,2,1,2,2,6,1,2,2,2,2,1,2,2,2,2,2,1,2,1,0,0,5,0,38,1,2295,24,13,1,3,9,3,2,2,7,2,1,2016
"2296",3,0,0,0,0,0,0,0,6,0,0,0,2,2,8,2,1,2,2,0,0,1,4,2,0,1,0,40,1,2296,66,12,1,0,12,2,1,1,1,0,0,2016
"2297",2,2,1,1,8,1,2,2,6,2,3,3,2,8,8,1,2,1,2,3,2,2,2,2,0,1,1,-1,5,2297,63,10,0,4,12,2,1,2,1,0,0,2016
"2298",1,0,0,0,0,0,0,0,7,0,0,0,2,2,1,2,2,1,2,0,0,1,2,2,0,1,0,-1,4,2298,58,12,1,6,12,2,1,1,1,1,1,2016
"2299",2,0,0,0,0,0,0,0,3,0,0,0,2,2,1,2,2,1,2,0,3,2,3,2,0,1,1,-1,7,2299,42,10,0,3,12,8,1,2,1,0,0,2016
"2300",1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,8,1,1,1,0,0,1,5,2,0,1,1,-1,5,2300,48,17,3,1,12,4,1,1,1,0,0,2016
"2301",3,1,1,1,1,1,1,2,4,2,1,2,1,2,1,2,2,1,2,3,0,1,3,0,0,3,0,40,1,2301,54,14,1,3,12,3,1,2,-1,0,1,2016
"2302",3,0,0,0,0,0,0,0,6,0,0,0,3,2,1,1,2,1,1,0,1,3,3,2,0,2,2,-1,7,2302,65,9,0,3,98,2,1,2,7,0,0,2016
"2303",2,0,0,0,0,0,0,0,3,0,0,0,1,1,1,2,1,1,1,0,1,2,1,2,0,1,0,40,1,2303,37,15,1,1,12,2,1,1,1,8,7,2016
"2304",1,2,1,2,3,1,2,3,3,2,3,8,2,8,2,1,2,2,2,2,1,3,2,1,0,1,1,-1,7,2304,59,6,0,1,12,2,1,2,0,0,0,2016
"2305",3,0,0,0,0,0,0,0,3,0,0,0,1,1,1,2,2,1,1,0,1,2,1,2,0,1,0,40,1,2305,54,12,1,2,12,2,1,1,1,0,0,2016
"2306",2,1,1,2,1,1,2,8,4,1,2,2,2,2,2,2,2,1,2,1,1,2,3,0,0,5,0,47,1,2306,35,14,0,3,12,4,1,2,7,0,7,2016
"2307",1,1,8,1,2,1,1,3,2,8,8,2,1,2,1,2,2,1,1,3,0,1,2,2,0,1,0,40,1,2307,29,14,1,1,12,2,1,2,1,2,1,2016
"2308",1,0,0,0,0,0,0,0,4,0,0,0,2,8,2,2,1,1,3,0,1,2,1,0,0,5,0,38,1,2308,35,11,0,2,11,1,2,2,7,2,7,2016
"2309",3,0,0,0,0,0,0,0,2,0,0,0,1,2,1,3,2,1,1,0,0,1,2,2,0,1,0,8,2,2309,68,16,3,0,12,2,2,1,1,1,7,2016
"2310",3,2,2,2,3,2,8,3,4,1,3,1,2,3,3,2,2,1,2,2,9,2,1,2,0,1,0,37,1,2310,55,6,0,3,12,3,1,1,0,0,7,2016
"2311",2,0,0,0,0,0,0,0,5,0,0,0,1,1,1,2,2,1,1,0,0,1,2,0,0,5,0,-1,4,2311,57,14,2,0,12,4,1,1,-1,7,0,2016
"2312",1,3,3,3,8,3,3,2,3,3,1,2,1,2,8,2,1,2,1,3,0,1,8,0,0,5,1,-1,5,2312,78,16,3,4,2,1,3,1,7,7,0,2016
"2313",1,0,0,0,0,0,0,0,6,0,0,0,3,2,1,2,1,1,1,0,0,1,3,2,0,1,1,-1,5,2313,71,16,3,5,12,2,1,1,4,1,1,2016
"2314",3,2,2,2,2,2,1,2,2,1,3,2,2,2,1,1,2,2,1,1,0,1,3,2,0,1,1,-1,5,2314,64,20,4,0,12,2,1,1,4,3,4,2016
"2315",1,1,1,1,2,1,1,3,4,8,1,3,3,2,1,2,8,1,2,3,1,2,1,1,0,1,0,-1,4,2315,44,11,0,4,13,2,1,1,0,0,7,2016
"2316",2,1,1,8,2,8,1,8,4,1,3,2,1,3,2,1,1,1,2,1,8,2,0,0,0,3,1,-1,7,2316,57,15,1,3,9,1,1,2,7,1,7,2016
"2317",1,2,1,1,2,2,1,2,4,1,2,2,1,1,1,2,1,2,2,3,2,2,0,2,0,1,0,41,1,2317,25,14,1,5,12,2,1,2,3,1,1,2016
"2318",3,0,0,0,0,0,0,0,2,0,0,0,1,2,2,1,2,2,2,0,1,2,2,0,0,5,0,40,1,2318,30,16,1,3,12,3,1,1,-1,1,1,2016
"2319",2,1,1,1,1,1,2,3,6,9,1,2,1,2,8,2,2,1,1,3,0,1,0,0,0,3,0,40,1,2319,58,14,2,4,12,1,3,2,7,0,1,2016
"2320",1,0,0,0,0,0,0,0,5,0,0,0,1,2,1,2,2,1,1,0,0,1,0,2,0,1,1,-1,5,2320,76,12,1,4,12,2,1,1,1,0,0,2016
"2321",2,0,0,0,0,0,0,0,2,0,0,0,2,1,1,8,2,2,1,0,1,2,0,0,0,5,0,40,1,2321,28,14,1,1,12,1,1,2,7,3,4,2016
"2322",1,1,2,1,1,2,1,1,3,8,2,2,1,2,1,2,2,1,1,2,9,8,3,2,0,1,0,45,1,2322,51,12,1,1,12,2,1,1,1,1,0,2016
"2323",1,0,0,0,0,0,0,0,3,0,0,0,1,2,1,2,1,2,1,0,0,1,0,2,0,1,0,50,1,2323,35,16,3,2,12,2,1,1,2,2,2,2016
"2324",1,0,0,0,0,0,0,0,6,0,0,0,1,1,1,1,2,1,2,0,0,1,0,0,0,5,0,36,1,2324,22,14,1,4,12,1,2,2,7,0,7,2016
"2325",3,2,2,1,2,2,2,8,4,2,3,2,3,2,8,2,2,8,1,2,1,2,0,0,0,5,1,-1,6,2325,25,16,3,3,1,1,2,2,7,1,3,2016
"2326",1,2,1,2,2,1,2,1,5,2,2,2,1,1,1,2,1,1,1,2,0,1,0,0,0,5,0,78,1,2326,59,19,4,1,12,1,1,2,7,1,1,2016
"2327",2,2,1,1,2,2,2,1,6,1,1,3,2,2,1,2,3,3,1,3,0,1,0,0,0,5,1,-1,7,2327,55,12,1,6,6,1,1,2,7,1,1,2016
"2328",3,1,1,1,1,1,1,1,6,2,1,3,1,1,1,2,1,1,1,1,0,1,4,0,0,3,1,-1,5,2328,84,16,3,6,10,1,1,1,7,1,7,2016
"2329",3,0,0,0,0,0,0,0,4,0,0,0,8,2,3,1,1,1,2,0,1,2,5,0,0,3,1,-1,8,2329,55,8,0,1,9,2,2,2,7,7,1,2016
"2330",3,1,1,1,1,1,1,3,3,2,3,1,1,3,3,3,3,2,3,1,1,2,3,0,0,3,1,-1,5,2330,79,12,0,5,6,1,1,1,7,8,8,2016
"2331",2,0,0,0,0,0,0,0,6,0,0,0,3,1,2,2,2,2,3,0,0,1,1,0,0,3,1,-1,5,2331,84,13,1,6,7,1,1,2,7,0,1,2016
"2332",2,1,1,1,1,1,2,3,4,2,2,3,3,2,1,2,3,1,1,2,0,1,1,0,0,3,1,-1,7,2332,65,15,2,1,12,1,3,2,7,1,1,2016
"2333",1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,2,3,1,1,0,0,1,3,2,0,2,0,32,1,2333,61,16,1,0,12,1,2,1,7,3,1,2016
"2334",3,3,1,2,3,1,1,2,5,3,1,3,2,1,1,1,2,2,3,2,2,2,1,0,0,5,0,70,1,2334,26,9,1,4,4,2,3,2,7,1,0,2016
"2335",3,0,0,0,0,0,0,0,4,0,0,0,1,1,1,1,1,1,1,0,1,2,1,0,0,3,0,-1,3,2335,57,12,1,2,12,1,1,2,7,7,0,2016
"2336",2,1,2,2,3,1,2,1,3,1,3,2,2,2,1,1,2,1,2,2,0,1,1,2,0,1,0,24,2,2336,31,17,3,1,12,3,1,2,1,3,1,2016
"2337",1,0,0,0,0,0,0,0,5,0,0,0,2,2,2,1,2,3,2,0,0,1,1,2,0,1,0,55,1,2337,38,16,3,4,12,4,1,1,1,7,3,2016
"2338",3,1,1,2,2,2,2,1,7,2,1,2,2,1,2,2,2,1,1,2,2,2,2,0,0,3,1,-1,5,2338,51,11,1,6,12,1,1,1,7,1,7,2016
"2339",1,1,1,3,2,1,1,2,9,2,3,1,1,1,1,1,2,2,2,3,1,2,3,0,0,5,0,5,2,2339,22,10,0,3,13,2,3,1,7,1,7,2016
"2340",2,2,1,1,2,1,2,2,6,2,3,3,2,2,1,1,2,2,2,2,0,1,0,0,0,3,0,40,1,2340,55,18,4,4,12,1,1,1,7,0,0,2016
"2341",1,0,0,0,0,0,0,0,4,0,0,0,8,8,1,1,1,1,2,0,3,2,0,0,0,3,0,32,1,2341,46,20,2,3,12,1,1,2,7,1,1,2016
"2342",3,0,0,0,0,0,0,0,4,0,0,0,1,2,1,1,1,1,1,0,1,2,0,0,0,3,1,-1,5,2342,80,16,3,3,9,1,1,2,7,1,1,2016
"2343",2,1,1,1,1,3,1,3,4,1,3,3,1,3,1,2,2,1,1,1,1,2,4,0,0,5,1,-1,5,2343,53,14,1,3,11,2,2,1,7,4,7,2016
"2344",1,1,1,2,1,2,1,1,4,2,3,3,1,1,2,2,1,1,2,2,0,1,1,0,0,4,0,43,1,2344,31,12,1,1,9,2,1,1,7,3,3,2016
"2345",3,0,0,0,0,0,0,0,5,0,0,0,1,1,3,1,2,2,1,0,0,1,2,0,0,3,0,50,1,2345,53,12,1,5,12,1,1,1,7,1,1,2016
"2346",2,1,2,1,1,1,1,2,4,1,1,1,1,2,1,1,2,2,2,1,3,2,0,0,0,5,0,30,1,2346,24,11,0,4,12,2,1,2,7,1,7,2016
"2347",3,0,0,0,0,0,0,0,2,0,0,0,3,3,1,1,2,1,1,0,1,2,0,0,0,5,1,-1,8,2347,63,20,3,0,11,1,1,2,7,7,8,2016
"2348",2,0,0,0,0,0,0,0,5,0,0,0,3,3,3,2,2,2,2,0,2,2,2,2,0,1,0,68,1,2348,38,18,4,5,12,4,1,1,3,3,3,2016
"2349",1,1,2,2,1,1,2,3,4,2,3,3,1,3,1,3,2,1,2,2,0,1,2,2,0,1,0,45,1,2349,44,18,4,4,12,2,1,1,4,1,1,2016
"2350",2,1,1,1,1,3,1,2,4,1,1,3,1,1,1,1,1,2,1,3,0,1,4,2,0,1,0,8,2,2350,54,14,1,6,12,2,1,2,4,1,0,2016
"2351",3,1,2,2,1,1,1,2,3,1,3,3,1,2,2,2,2,2,1,2,0,1,2,2,0,2,1,-1,5,2351,75,18,4,2,13,1,1,1,7,3,1,2016
"2352",2,0,0,0,0,0,0,0,2,0,0,0,1,1,2,1,1,1,1,0,0,1,2,0,0,3,0,50,1,2352,52,16,3,3,12,2,1,2,-1,1,1,2016
"2353",3,0,0,0,0,0,0,0,6,0,0,0,1,2,1,2,1,2,2,0,0,1,3,2,0,1,0,32,2,2353,54,16,3,6,12,3,3,2,3,0,7,2016
"2354",2,1,2,2,2,3,3,1,6,3,1,3,2,1,2,1,2,1,2,1,0,1,2,0,0,3,0,45,1,2354,43,19,4,5,12,3,1,2,7,1,1,2016
"2355",1,0,0,0,0,0,0,0,6,0,0,0,1,2,2,2,1,3,2,0,0,1,0,0,0,5,0,-1,3,2355,31,16,3,5,12,1,1,1,7,4,4,2016
"2356",3,1,1,2,1,2,3,2,5,2,3,8,1,1,8,2,2,8,1,3,0,1,2,2,0,1,0,20,2,2356,48,12,1,5,12,4,1,2,3,1,3,2016
"2357",2,0,0,0,0,0,0,0,6,0,0,0,3,1,3,2,2,2,1,0,0,1,1,2,0,1,1,-1,5,2357,86,11,1,6,13,2,1,1,1,1,1,2016
"2358",2,1,2,1,2,1,1,3,4,9,1,1,1,1,2,2,2,1,2,2,1,2,3,0,0,3,0,35,1,2358,50,16,2,4,12,1,1,2,7,7,3,2016
"2359",1,2,2,2,2,1,2,2,5,2,1,2,2,2,1,2,1,2,1,3,0,1,3,2,0,1,1,-1,5,2359,58,16,3,5,12,2,1,2,4,2,3,2016
"2360",3,0,0,0,0,0,0,0,6,0,0,0,2,1,1,2,2,2,2,0,0,1,3,0,0,3,0,65,1,2360,50,18,4,6,12,2,1,2,7,3,4,2016
"2361",3,1,1,1,2,1,1,2,4,2,2,3,2,2,2,1,1,2,1,3,0,1,3,0,0,3,0,40,1,2361,62,18,4,4,12,1,1,2,7,1,4,2016
"2362",2,0,0,0,0,0,0,0,6,0,0,0,2,2,3,2,3,1,1,0,0,1,1,2,0,1,0,45,1,2362,60,16,1,7,13,2,1,1,2,1,1,2016
"2363",2,0,0,0,0,0,0,0,4,0,0,0,2,2,1,2,2,2,1,0,1,3,0,0,0,5,0,20,2,2363,20,13,1,3,12,3,1,2,7,4,3,2016
"2364",3,1,2,2,2,1,1,1,2,2,3,2,1,1,2,1,1,2,1,2,0,1,0,2,0,1,0,40,1,2364,30,16,3,1,12,2,1,2,1,4,7,2016
"2365",1,1,2,1,2,1,3,2,6,2,2,2,1,2,1,2,2,1,2,2,2,2,2,0,0,3,1,-1,8,2365,35,9,0,2,9,1,1,1,7,0,7,2016
"2366",3,0,0,0,0,0,0,0,2,0,0,0,1,1,1,2,1,2,1,0,0,1,0,0,0,5,1,-1,5,2366,68,16,3,0,7,1,1,1,7,3,3,2016
"2367",2,0,0,0,0,0,0,0,5,0,0,0,8,3,1,3,3,3,1,0,0,1,2,1,0,1,1,-1,5,2367,60,6,0,5,12,2,3,1,4,0,7,2016
"2368",1,1,1,2,2,1,1,2,2,1,2,1,3,1,2,2,1,1,2,2,0,1,2,2,0,1,0,40,1,2368,36,18,4,1,12,5,1,2,1,4,3,2016
"2369",3,0,0,0,0,0,0,0,1,0,0,0,1,1,3,3,1,1,1,0,0,1,2,0,0,3,1,-1,7,2369,58,13,1,5,12,1,1,2,7,3,7,2016
"2370",2,2,1,1,1,1,3,2,7,3,1,3,2,2,2,2,1,1,2,1,0,1,0,0,0,5,1,-1,5,2370,71,12,1,4,9,1,1,2,7,1,0,2016
"2371",3,1,1,2,1,1,1,1,6,1,3,3,1,1,1,2,1,8,1,2,1,2,0,0,0,5,0,30,2,2371,22,12,1,4,12,2,1,1,7,3,1,2016
"2372",2,0,0,0,0,0,0,0,4,0,0,0,1,1,1,2,1,1,1,0,0,1,6,0,0,3,1,-1,7,2372,59,12,1,1,8,2,2,2,-1,1,1,2016
"2373",1,3,3,1,3,3,3,2,6,3,2,3,3,3,2,2,1,2,1,3,0,1,3,2,0,1,0,60,1,2373,37,13,1,6,12,5,1,2,1,2,1,2016
"2374",2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,0,1,1,-1,7,2374,25,10,0,5,98,4,2,2,1,0,1,2016
"2375",3,1,1,1,1,1,1,2,4,1,2,1,1,1,2,2,2,2,2,2,1,2,1,0,0,5,0,-1,4,2375,30,13,1,2,12,3,1,2,7,1,1,2016
"2376",3,0,0,0,0,0,0,0,4,0,0,0,1,8,1,2,1,2,1,0,0,1,5,1,0,1,0,44,1,2376,61,14,1,0,12,2,2,1,1,1,1,2016
"2377",2,1,1,1,1,1,1,8,3,2,1,3,8,1,1,2,2,1,1,3,1,2,3,0,0,3,0,-1,3,2377,44,12,1,3,12,1,1,2,7,0,1,2016
"2378",2,0,0,0,0,0,0,0,3,0,0,0,2,1,1,2,2,1,1,0,0,1,1,0,0,5,0,33,2,2378,36,14,1,0,9,2,2,2,7,1,1,2016
"2379",1,1,1,1,1,1,1,2,8,2,1,2,1,2,1,2,2,1,1,2,2,3,0,0,0,5,0,40,1,2379,21,12,1,3,98,2,1,2,7,1,7,2016
"2380",2,1,1,1,1,1,1,1,2,1,3,3,2,1,1,1,1,1,1,1,0,1,0,2,0,2,0,50,1,2380,68,20,4,1,11,1,1,2,7,4,1,2016
"2381",3,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,0,1,0,40,2,2381,39,4,0,9,12,5,1,2,0,0,0,2016
"2382",3,0,0,0,0,0,0,0,6,0,0,0,2,2,2,2,2,2,2,0,1,2,3,0,0,3,0,10,2,2382,46,15,1,6,10,1,3,1,7,1,0,2016
"2383",2,2,2,2,1,3,1,2,4,2,2,2,2,3,2,3,2,3,2,2,1,3,0,0,0,5,1,-1,6,2383,20,12,1,1,12,5,1,2,7,0,0,2016
"2384",1,1,1,1,1,2,2,3,4,8,2,8,2,3,8,1,2,2,2,3,8,2,3,2,0,1,2,-1,7,2384,64,12,1,6,12,2,1,2,1,0,0,2016
"2385",3,0,0,0,0,0,0,0,4,0,0,0,2,2,3,2,2,2,2,0,2,3,2,2,0,1,0,65,1,2385,49,1,0,1,12,4,1,1,1,0,0,2016
"2386",1,0,0,0,0,0,0,0,3,0,0,0,3,3,2,2,3,3,3,0,1,2,2,2,0,1,0,55,1,2386,42,6,0,3,12,4,1,2,0,0,0,2016
"2387",3,3,2,1,1,2,3,1,6,1,1,3,2,1,2,2,2,2,1,2,0,1,0,0,0,5,0,-1,4,2387,53,11,0,4,13,2,3,1,7,0,0,2016
"2388",2,0,0,0,0,0,0,0,2,0,0,0,2,2,1,3,2,2,2,0,1,2,3,0,0,5,1,-1,6,2388,28,12,1,0,12,6,3,1,-1,8,8,2016
"2389",3,0,0,0,0,0,0,0,4,0,0,0,1,2,1,1,3,1,2,0,1,2,0,1,0,1,0,30,2,2389,68,12,1,3,12,2,1,1,2,0,0,2016
"2390",1,1,1,2,2,2,1,2,4,2,2,2,1,2,1,1,2,2,2,3,2,3,0,0,0,5,0,20,2,2390,19,12,1,4,98,5,1,1,7,2,2,2016
"2391",3,0,0,0,0,0,0,0,4,0,0,0,1,1,1,2,3,2,2,0,0,1,3,2,0,1,0,40,1,2391,52,16,3,5,12,3,1,2,3,4,7,2016
"2392",1,0,0,0,0,0,0,0,4,0,0,0,1,2,2,1,1,2,2,0,0,1,2,0,0,3,1,-1,5,2392,66,14,2,0,98,1,3,2,7,0,0,2016
"2393",2,1,2,1,1,2,2,3,3,2,2,3,2,2,1,1,3,2,1,3,0,1,1,1,0,1,0,38,1,2393,42,14,2,1,12,4,1,2,1,3,4,2016
"2394",1,1,1,2,1,2,1,2,2,8,2,8,3,8,1,2,3,1,2,3,1,2,1,2,0,1,0,47,1,2394,33,9,0,2,12,3,3,1,3,0,0,2016
"2395",3,0,0,0,0,0,0,0,4,0,0,0,2,1,1,1,2,1,2,0,1,2,3,0,0,4,1,-1,5,2395,29,11,1,4,11,1,3,1,7,7,1,2016
"2396",2,1,1,1,2,3,1,2,5,3,1,1,2,3,1,3,1,1,2,3,0,1,0,0,0,5,1,-1,7,2396,39,13,1,1,9,1,1,2,7,1,1,2016
"2397",1,0,0,0,0,0,0,0,4,0,0,0,1,1,1,1,3,3,2,0,8,2,3,0,0,5,0,48,1,2397,37,12,1,3,10,5,3,1,-1,0,7,2016
"2398",2,0,0,0,0,0,0,0,4,0,0,0,1,2,2,1,2,1,3,0,2,2,8,1,0,1,0,40,1,2398,54,11,0,3,12,5,1,1,0,1,7,2016
"2399",1,1,2,1,1,2,1,3,3,1,2,1,2,2,1,1,1,3,1,3,1,2,0,0,0,5,0,38,2,2399,22,16,1,1,10,2,1,2,-1,1,8,2016
"2400",3,0,0,0,0,0,0,0,4,0,0,0,1,2,2,1,1,1,2,0,1,3,0,0,0,5,0,-1,4,2400,21,12,1,1,3,5,1,1,7,1,1,2016
"2401",2,2,1,3,3,3,2,2,5,2,3,1,3,2,2,1,3,1,1,3,1,3,0,0,0,5,0,-1,4,2401,19,12,1,5,9,4,2,1,7,1,7,2016
"2402",3,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,8,2,2,0,0,5,1,-1,7,2402,49,6,0,3,1,1,1,1,7,1,7,2016
"2403",1,2,2,1,2,2,1,3,9,1,2,1,2,1,1,1,2,2,1,3,1,3,5,2,0,1,2,-1,7,2403,64,15,4,3,11,3,2,2,4,0,0,2016
"2404",3,0,0,0,0,0,0,0,3,0,0,0,1,1,1,1,2,1,1,0,0,1,4,1,0,1,0,25,1,2404,34,16,3,1,12,2,3,1,1,7,0,2016
"2405",2,2,2,2,2,2,3,2,4,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,0,1,0,40,1,2405,33,6,0,3,13,5,3,2,0,0,7,2016
"2406",1,0,0,0,0,0,0,0,4,0,0,0,1,2,1,2,1,1,1,0,1,2,3,1,0,1,0,40,1,2406,36,13,1,1,12,5,1,2,1,1,7,2016
"2407",3,1,8,3,2,1,1,8,4,2,3,3,2,1,1,1,2,1,3,1,1,2,4,0,0,5,0,12,2,2407,30,11,0,3,9,6,1,2,-1,0,0,2016
"2408",1,1,1,1,1,1,1,1,1,1,3,8,1,1,1,1,1,1,1,1,0,1,2,0,0,3,1,-1,5,2408,67,15,1,7,9,1,1,1,7,2,7,2016
"2409",2,0,0,0,0,0,0,0,4,0,0,0,3,3,1,2,2,1,3,0,0,1,7,0,0,3,1,-1,7,2409,66,14,1,0,11,5,2,2,7,0,7,2016
"2410",1,1,1,1,2,2,2,2,5,1,9,2,2,2,2,2,2,2,2,3,3,2,2,0,0,5,0,26,2,2410,33,8,0,1,11,5,3,1,-1,0,7,2016
"2411",2,1,3,1,1,2,1,2,6,2,1,3,3,1,2,2,2,1,3,3,1,2,9,0,0,3,1,-1,7,2411,50,15,2,0,9,1,1,2,7,8,1,2016
"2412",1,0,0,0,0,0,0,0,5,0,0,0,3,1,1,2,1,1,3,0,0,1,0,2,0,2,1,-1,5,2412,86,20,3,2,12,2,3,2,-1,1,1,2016
"2413",2,0,0,0,0,0,0,0,6,0,0,0,2,2,1,1,1,1,2,0,1,2,2,0,0,5,1,-1,7,2413,31,12,1,1,98,4,1,2,-1,8,8,2016
"2414",2,3,3,3,3,3,2,2,7,3,3,3,1,2,1,3,3,3,1,3,0,1,2,0,0,3,0,60,1,2414,56,16,2,7,12,1,1,1,7,4,0,2016
"2415",1,0,0,0,0,0,0,0,1,0,0,0,1,2,3,1,1,1,2,0,1,2,1,0,0,3,0,20,1,2415,29,16,2,9,12,2,1,2,-1,1,0,2016
"2416",3,1,3,1,2,1,3,1,3,2,1,3,1,1,9,2,1,2,1,3,3,2,1,1,0,1,1,-1,5,2416,69,13,1,6,12,2,1,1,1,1,0,2016
"2417",1,2,1,1,1,8,1,2,7,1,2,8,2,2,1,8,1,1,2,3,1,2,2,0,0,5,0,40,1,2417,31,12,1,3,12,3,3,2,7,0,0,2016
"2418",1,0,0,0,0,0,0,0,7,0,0,0,3,3,3,3,3,1,1,0,0,1,4,0,0,4,1,-1,5,2418,67,12,0,6,9,1,1,1,7,1,8,2016
"2419",2,0,0,0,0,0,0,0,4,0,0,0,2,2,2,2,1,8,2,0,8,3,4,0,0,4,0,35,1,2419,59,20,4,3,12,2,1,2,7,1,1,2016
"2420",1,1,2,2,3,1,2,3,2,2,3,3,2,2,1,2,3,1,2,3,8,2,4,1,0,1,1,-1,5,2420,61,12,1,4,12,3,1,1,1,1,8,2016
"2421",1,1,1,1,1,1,1,2,4,1,3,3,1,2,1,2,1,2,1,3,0,1,3,1,0,1,0,34,1,2421,56,14,2,1,12,2,1,2,1,1,1,2016
"2422",3,1,1,1,1,1,1,2,3,1,2,2,2,2,1,2,1,2,2,2,0,1,2,2,0,1,0,40,1,2422,37,17,3,0,12,4,1,2,3,1,3,2016
"2423",3,0,0,0,0,0,0,0,4,0,0,0,1,2,1,1,2,1,1,0,0,1,4,0,0,4,0,12,2,2423,67,12,1,2,10,1,1,1,7,1,1,2016
"2424",2,2,1,1,1,2,1,2,8,8,3,1,3,2,1,2,2,3,2,1,1,3,0,0,0,5,0,-1,4,2424,19,12,0,3,8,6,1,1,7,1,1,2016
"2425",1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,2,2,1,1,0,0,1,6,1,0,2,0,42,1,2425,61,17,3,2,13,1,1,2,7,1,1,2016
"2426",3,1,1,1,2,1,2,3,6,2,1,3,1,2,2,1,2,1,1,2,0,1,1,2,0,1,0,64,1,2426,42,12,1,5,12,5,1,1,2,1,7,2016
"2427",3,0,0,0,0,0,0,0,4,0,0,0,1,2,8,2,2,8,2,0,0,1,0,0,0,3,0,60,1,2427,56,20,4,7,12,1,1,2,7,3,4,2016
"2428",2,1,1,3,2,1,1,2,2,1,3,2,1,1,1,1,2,1,1,2,0,1,2,0,0,3,0,-1,4,2428,59,13,1,0,3,2,1,2,-1,3,1,2016
"2429",1,0,0,0,0,0,0,0,2,0,0,0,1,2,1,1,2,1,2,0,0,1,1,0,0,5,1,-1,5,2429,68,18,4,1,12,2,1,2,7,1,0,2016
"2430",3,1,2,2,1,1,1,8,2,2,3,3,1,2,2,1,2,1,1,2,0,1,2,2,0,2,0,39,1,2430,62,16,3,0,12,1,1,2,7,1,0,2016
"2431",2,0,0,0,0,0,0,0,5,0,0,0,2,1,1,1,1,1,2,0,0,1,0,0,0,5,0,50,1,2431,27,20,4,6,12,3,1,2,-1,3,3,2016
"2432",1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,2,1,1,1,0,0,1,0,2,0,2,1,-1,5,2432,69,11,0,0,13,1,3,2,7,0,7,2016
"2433",2,1,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,8,3,2,2,0,1,1,-1,7,2433,38,14,1,3,12,4,1,2,1,0,1,2016
"2434",1,0,0,0,0,0,0,0,6,0,0,0,3,2,2,2,2,2,1,0,0,1,0,1,0,1,1,-1,5,2434,63,16,3,7,12,1,1,1,2,1,1,2016
"2435",2,0,0,0,0,0,0,0,6,0,0,0,2,2,2,2,2,1,1,0,0,1,3,2,0,2,1,-1,5,2435,81,10,0,6,10,1,1,2,7,1,7,2016
"2436",1,1,2,2,2,2,1,8,5,1,2,8,2,2,1,2,2,2,2,8,2,3,0,0,0,5,2,-1,6,2436,20,14,1,4,98,2,1,2,7,3,7,2016
"2437",2,1,2,2,1,1,1,2,2,2,3,1,1,1,1,1,1,1,2,2,0,1,0,0,0,5,0,-1,3,2437,26,17,3,0,12,2,1,2,7,4,7,2016
"2438",1,0,0,0,0,0,0,0,5,0,0,0,2,2,1,2,2,2,2,0,0,1,0,0,0,5,0,30,2,2438,24,16,3,5,7,3,1,2,7,3,3,2016
"2439",3,1,1,1,1,1,1,1,2,1,3,3,1,1,1,1,1,1,1,1,0,1,2,2,0,1,1,-1,7,2439,35,19,4,7,12,4,1,2,4,0,2,2016
"2440",1,2,2,1,2,2,2,2,5,2,2,3,2,2,2,2,2,1,2,3,0,1,3,2,0,1,0,55,1,2440,52,15,1,5,12,2,1,1,3,3,3,2016
"2441",3,0,0,0,0,0,0,0,3,0,0,0,1,1,8,1,1,1,1,0,0,1,1,1,0,1,0,40,1,2441,43,16,3,1,12,3,1,2,3,0,7,2016
"2442",2,1,1,1,2,1,1,2,5,2,3,3,2,2,2,2,2,1,1,2,0,1,0,1,0,1,0,25,2,2442,68,16,3,4,12,2,1,2,1,1,0,2016
"2443",1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,1,0,0,1,0,2,0,1,1,-1,5,2443,77,17,3,0,12,2,1,1,2,1,0,2016
"2444",3,1,1,3,2,1,1,2,4,1,3,3,1,2,1,1,2,1,2,1,0,1,0,0,0,5,1,-1,6,2444,22,15,1,1,98,3,3,1,7,0,0,2016
